Date,CyclonesinIndia,WesternHemisphereWarmPool,OceanNinoIndex,ElNinoPrecipitationIndex,BivariateENSO,NorthAtlanticOscillation,AtlanticSST,EastAsia,AMO,AtlanticHurricaneDays,AntarcticOscillation,Rain,MeanTemp,Methane,Cdioxide,NOX,maxTemp,minTemp,OceanHeat,tsr,msl,Region1,Region2,Region3,Region4,Region5
8/31/1972,7,-1.47,0.25,,1.47,1.57,-4.91,-1.63,-0.261,3.5,,290.11,26.56,401638,217849.136,89779.41,30.36,22.81,-3,,,101.1888889,142.03,359.12,311.32,408.4
9/30/1972,4,-1.21,0.17,,1.6,0.03,-4.75,1.22,-0.262,1.25,,171.68,26.23,401638,217849.136,89779.41,31.08,21.43,-3,,,74.18888889,107.25,168.28,319.78,135
10/31/1972,1,1.55,0.11,,1.59,1.7,-4.5,0.47,-0.263,0,,112.41,24.76,401638,217849.136,89779.41,30.81,18.76,-3,,,73.23333333,64.38,57.96,176.9,105.05
11/30/1972,1,0.87,0.57,,1.18,0.43,-4.93,-0.07,-0.263,0,,18.04,21.09,401638,217849.136,89779.41,27.95,14.29,-3,,,39.68888889,27.68,28.9,119.1,32.75
12/31/1972,6,0.63,-0.33,,1.84,0.09,-6.82,-0.21,-0.263,0,,16.05,18.5,401638,217849.136,89779.41,25.47,11.58,-3,,,44.07777778,11.8,4.25,64.4,2.9
1/31/1973,10,0.14,-0.46,,1.06,-0.46,-6.53,1.06,-0.262,0,,4.95,17.66,408086,224343.393,90769.24,24.78,10.59,-1,,,20.56666667,15.49,11.03,35.62,0
2/28/1973,4,0.05,-0.61,,1.39,0.52,-5.69,-0.89,-0.262,0,,5.72,20.71,408086,224343.393,90769.24,28.03,13.44,-1,,,14.93333333,11.71,19.68,57.28,0.2
3/31/1973,2,1.03,-0.5,,0.46,-0.09,-4.97,-0.35,-0.261,0,,17.93,24,408086,224343.393,90769.24,31.53,16.51,-1,,,16.76666667,8.93,20.5,38.96,0
4/30/1973,16,0.2,-0.69,,0.17,-0.73,-3.62,-0.32,-0.261,0,,25.51,29.38,408086,224343.393,90769.24,36.67,22.14,-1,,,11.16666667,5.56,22.63,142.28,7.65
5/31/1973,5,-0.25,-0.76,,-0.45,-0.36,-2.54,-0.71,-0.262,0,,64.57,30.82,408086,224343.393,90769.24,37.46,24.22,-1,,,29.72222222,30.17,74.03,288.76,43.05
6/30/1973,1,-1.07,-0.97,,-1.07,0.7,-2.47,0,-0.263,0,,122.28,29.56,408086,224343.393,90769.24,34.69,24.48,-1,,,68.1,118.88,167.55,598.18,610.7
7/31/1973,0,-0.57,-0.57,,-1.05,0.6,-2.15,1.35,-0.263,2.5,,257.65,27.15,408086,224343.393,90769.24,31.21,23.15,-1,,,138.8,230.54,364.12,406.16,952.1
8/31/1973,6,-1.11,-1.14,,-1.4,-0.2,-2.06,1.67,-0.263,0.75,,216.29,26.19,408086,224343.393,90769.24,29.9,22.53,-1,,,202.1666667,282.1,372.75,389.76,913.25
9/30/1973,3,-0.72,-0.51,,-1.46,-0.15,-2.02,2.91,-0.263,3.75,,144.14,26.16,408086,224343.393,90769.24,30.56,21.81,-1,,,81.16666667,178.4,233.9,299.96,307.95
10/31/1973,0,-1.92,-0.87,,-1.33,-0.84,-2.4,1.34,-0.264,3,,107.43,24.53,408086,224343.393,90769.24,30.28,18.83,-1,,,76.78888889,111.51,154.84,205.64,122.15
11/30/1973,0,-1.47,-1.81,,-2.46,-1.11,-1.91,-0.34,-0.264,0,,9.61,20.56,408086,224343.393,90769.24,27.35,13.81,-1,,,13.22222222,7.4,32.38,121.44,21.25
12/31/1973,3,-0.29,-0.76,,-1.89,0.21,-1.17,-0.34,-0.264,0,,5.09,17.31,408086,224343.393,90769.24,24.13,10.52,-1,,,28.88888889,4.07,20.79,83.5,2.8
1/31/1974,8,-0.17,-1.22,,-1.96,1.05,-1.49,0.47,-0.265,0,,11.53,16.77,411441,231992.755,92701.16,24.03,9.56,-2,,,13.62222222,7.96,7.23,41.08,0.35
2/28/1974,4,-0.3,-1.65,,-1.66,-0.6,-2.91,-1.65,-0.266,0,,13.36,19.05,411441,231992.755,92701.16,26.5,11.64,-2,,,12.61111111,5.05,6.78,31.72,0
3/31/1974,0,-0.83,-0.9,,-1.82,-0.43,-4.81,-0.86,-0.268,0,,17.74,24.81,411441,231992.755,92701.16,32.35,17.32,-2,,,9.055555556,8.11,25.78,66.82,2.75
4/30/1974,12,-0.78,-0.52,,-1.23,0.41,-6.31,1.3,-0.272,0,,18.92,28.68,411441,231992.755,92701.16,35.82,21.59,-2,,,12.42222222,10.74,25.63,233.72,16.3
5/31/1974,4,-1.52,-0.28,,-1.18,-0.17,-6.22,0.72,-0.274,0,,51.41,29.7,411441,231992.755,92701.16,36.32,23.14,-2,,,37.08888889,43.52,64.46,306.3,121
6/30/1974,3,-1.7,-0.31,,-0.58,0.17,-4.9,1.81,-0.275,0,,182.34,29.2,411441,231992.755,92701.16,34.52,23.94,-2,,,55.05555556,79.02,144.08,442.5,491.45
7/31/1974,0,-2.79,-0.08,,-0.93,-0.73,-3.89,0.33,-0.276,0,,282.66,27.23,411441,231992.755,92701.16,31.2,23.31,-2,,,133.5111111,226.91,345.56,705.26,1299.45
8/31/1974,7,-3.16,0.27,,-0.47,-0.95,-3.66,0.94,-0.277,3.75,,257.44,26.59,411441,231992.755,92701.16,30.43,22.79,-2,,,78.35555556,182.72,325.74,524.24,758.05
9/30/1974,2,-4.35,0.44,,-0.7,0.95,-3.9,-0.55,-0.277,10.5,,245.27,26.71,411441,231992.755,92701.16,31.45,22.01,-2,,,86.13333333,138.42,155.25,415.26,356.45
10/31/1974,1,-3.61,-0.1,,-0.78,1.04,-3.46,-1.46,-0.277,0,,108.24,25.08,411441,231992.755,92701.16,30.77,19.44,-2,,,65.57777778,117.07,102.57,221.52,210.5
11/30/1974,0,-1.85,0.43,,-0.26,-0.7,-4.12,-0.27,-0.276,0,,23.26,20.5,411441,231992.755,92701.16,27.54,13.5,-2,,,8.711111111,5.32,14.19,95.46,3.8
12/31/1974,3,-0.17,-0.12,,-0.43,1.3,-3.91,0.48,-0.276,0,,3.06,16.92,411441,231992.755,92701.16,23.9,9.99,-2,,,16.72222222,6.72,5.41,23.86,0
1/31/1975,13,-0.17,-0.84,,0.11,0.17,-2.14,-0.22,-0.276,0,,7.68,16.49,420853,252201.592,95722.42,23.5,9.52,-1,,,15.9,18.13,14.03,65.96,0.15
2/28/1975,5,-0.3,-0.71,,-0.43,-1.15,-2.4,1.35,-0.276,0,,11.85,19.29,420853,252201.592,95722.42,26.52,12.09,-1,,,14.57777778,17.05,19,35.6,0.05
3/31/1975,2,-0.34,-0.51,,-0.84,-1.04,-3.01,0.85,-0.277,0,,11.82,23.62,420853,252201.592,95722.42,31.11,16.17,-1,,,29.16666667,18.44,19.56,41.5,3.5
4/30/1975,20,-0.22,-1.3,,-0.95,-1.89,-2.42,-1.69,-0.277,0,,27.74,28.28,420853,252201.592,95722.42,35.58,21.04,-1,,,13.08888889,6.5,32.97,124.94,4.5
5/31/1975,5,-1.21,-1.02,,-0.96,-0.43,-3.16,-0.51,-0.276,0,,45.29,30.43,420853,252201.592,95722.42,37.12,23.78,-1,,,33.3,25.49,69.65,257.08,58.3
6/30/1975,2,-1.21,-1.16,,-1.58,-0.54,-2.9,0.97,-0.275,0,,159.94,28.79,420853,252201.592,95722.42,34.02,23.62,-1,,,74.68888889,155.52,208.3,534,1092.35
7/31/1975,0,-2.55,-0.4,,-1.83,1.57,-1.17,0.45,-0.273,1.25,,270.46,26.51,420853,252201.592,95722.42,30.49,22.58,-1,,,196.1888889,267.47,369.15,492.5,1061.25
8/31/1975,7,-3.6,-1.07,,-1.76,-0.46,-0.55,2.24,-0.271,2.75,,278.21,26.32,420853,252201.592,95722.42,29.98,22.72,-1,,,175.2,253.93,373.17,359.42,903.3
9/30/1975,2,-3.54,-1.23,,-1.9,1.67,-1.13,-0.71,-0.27,13.75,,149.11,25.7,420853,252201.592,95722.42,29.81,21.64,-1,,,164.0111111,237.64,263.52,384.26,546.55
10/31/1975,2,-3.14,-1.29,,-1.66,-0.08,-1.35,1.63,-0.269,2.75,,33.93,25.06,420853,252201.592,95722.42,30.54,19.62,-1,,,112.6222222,113.22,109.63,308.28,196.1
11/30/1975,0,-2.11,-2.08,,-1.36,0.3,-1.67,0.32,-0.269,0,,58.49,19.94,420853,252201.592,95722.42,26.84,13.08,-1,,,31.74444444,13.48,36.28,113.7,41.65
12/31/1975,4,-0.32,-1.61,,-1.74,-0.09,-0.62,0.92,-0.269,0,,4.24,17.2,420853,252201.592,95722.42,24.62,9.82,-1,,,5.344444444,0.43,4.59,29.12,0.05
1/31/1976,9,-0.17,-1.14,,-1.42,-0.8,-0.02,0.61,-0.269,0,,10.64,17.21,421451,263785.645,100665.99,24.26,10.22,-2,,,15.93333333,8.73,4.96,8.88,0
2/28/1976,3,-0.3,-1.85,,-1.24,0.61,-1.1,0.86,-0.269,0,,8.84,19.7,421451,263785.645,100665.99,26.71,12.73,-2,,,27.78888889,12.92,18.3,42.28,0
3/31/1976,2,-0.87,-0.96,,-0.97,0.38,-2.74,-1.58,-0.266,0,,11.21,23.99,421451,263785.645,100665.99,31.32,16.7,-2,,,18.27777778,14.33,19.92,61.9,4.85
4/30/1976,14,-1.11,-0.89,,-0.35,0.14,-2.43,-0.68,-0.264,0,,55,27.42,421451,263785.645,100665.99,34.53,20.35,-2,,,20.63333333,19.11,42.72,155.52,10.35
5/31/1976,7,-1.04,-0.68,,-0.57,0.94,-2.81,-0.31,-0.262,0,,77.78,29.76,421451,263785.645,100665.99,36.42,23.15,-2,,,18.52222222,22.57,69.84,264.18,20.15
6/30/1976,2,-1.76,-0.67,,0.14,1.11,-2.12,2.24,-0.259,0,,184.9,28.74,421451,263785.645,100665.99,33.95,23.56,-2,,,67.28888889,133.11,200.78,460.68,563.9
7/31/1976,1,-2.34,0.61,,0.86,-0.29,0.02,1.97,-0.257,0,,284.13,27.09,421451,263785.645,100665.99,31.17,23.06,-2,,,156.6888889,303.25,363.5,464.28,1233.15
8/31/1976,10,-2.23,1.28,,0.89,2.34,1.56,-1,-0.255,14.5,,227.46,25.91,421451,263785.645,100665.99,29.66,22.21,-2,,,218.6777778,273.13,342.42,443.58,667.25
9/30/1976,5,-3.42,0.82,,1.08,-1.11,1.4,1.69,-0.252,8.75,,141.47,25.88,421451,263785.645,100665.99,30.5,21.31,-2,,,69.24444444,142.92,181.16,223.56,353.55
10/31/1976,2,0.21,1.11,,0.45,0.42,0.82,0.96,-0.25,2.25,,87.32,25.17,421451,263785.645,100665.99,31.25,19.14,-2,,,37.31111111,20.72,36.3,141.64,35.3
11/30/1976,0,0.03,1.25,,0.11,0.04,-0.66,-0.48,-0.249,0,,66.93,22.44,421451,263785.645,100665.99,29.01,15.91,-2,,,60.77777778,70.58,36.74,148.32,104.65
12/31/1976,7,-0.25,1.22,,0.6,-1.57,-2.15,-1.78,-0.247,0,,9.45,18.29,421451,263785.645,100665.99,25.29,11.33,-2,,,9.488888889,2.26,2.21,88.06,5.3
1/31/1977,12,-0.14,1.65,,0.65,-1.72,-1.98,-0.49,-0.245,0,,8.62,17.14,429250,279051.366,105445.57,24.2,10.12,1,,,29.42222222,11.73,11.53,33.54,0
2/28/1977,4,-0.16,1.11,,-0.01,-1,-1.57,-1.73,-0.243,0,,24.87,20.04,429250,279051.366,105445.57,27.36,12.78,1,,,5.9,1.66,13.51,44.92,0.95
3/31/1977,2,-0.58,0.72,,0.78,-1.25,-0.83,0.45,-0.241,0,,24.09,25.39,429250,279051.366,105445.57,33.06,17.77,1,,,5.166666667,4.51,8.06,77.14,2.05
4/30/1977,18,-1.16,0.3,,0.33,0.56,-0.31,-1.01,-0.239,0,,31.1,27.78,429250,279051.366,105445.57,34.56,21.05,1,,,36.98888889,26.7,70.34,258.02,13
5/31/1977,4,-0.94,0.31,,0.72,-0.75,-0.08,-1.21,-0.237,0,,60.36,28.94,429250,279051.366,105445.57,35.3,22.63,1,,,47.32222222,55.43,113.21,339.84,63.2
6/30/1977,1,-1.62,0.42,,1.2,-0.27,0.03,0.3,-0.235,0,,196.53,28.91,429250,279051.366,105445.57,34.07,23.81,1,,,91.08888889,138.28,275.18,470.68,719.35
7/31/1977,0,-0.62,0.19,,1.23,-0.42,-0.85,-0.01,-0.233,0,,266.73,26.91,429250,279051.366,105445.57,30.81,23.06,1,,,194.7333333,312.09,387.68,508.66,1337.45
8/31/1977,5,-1.98,0.64,,0.85,-0.49,-1.73,-1.13,-0.232,1.25,,269.38,26.45,429250,279051.366,105445.57,30.18,22.77,1,,,132.5555556,201.29,321.86,455.9,510.8
9/30/1977,4,-1.33,-0.55,,0.86,0.51,-2.02,0.88,-0.232,4.5,,163.8,26.13,429250,279051.366,105445.57,30.55,21.76,1,,,98.95555556,128.28,178.96,294.64,326.7
10/31/1977,1,-0.66,-0.61,,1.2,1.08,-2.41,1.01,-0.232,1,,52.22,25,429250,279051.366,105445.57,30.9,19.14,1,,,86.52222222,76.15,75.84,270.7,137.75
11/30/1977,0,-0.5,-0.72,,1.33,-0.21,-2.4,-0.87,-0.233,0,,45.32,22.5,429250,279051.366,105445.57,28.76,16.28,1,,,69.41111111,68.09,66.11,152.9,129.8
12/31/1977,5,0.01,-0.69,,1.18,-1.02,-1.95,0.33,-0.234,0,,22.28,18.19,429250,279051.366,105445.57,25.06,11.36,1,,,15.04444444,12.38,14.86,39.72,0.1
1/31/1978,10,-0.16,0.34,,0.63,0.26,0.23,-0.63,-0.233,0,,15.43,16.77,433220,283096.067,108230.92,23.79,9.8,1,,,7.122222222,15.2,9.46,33.94,0.15
2/28/1978,1,-0.22,1.45,,1.64,-2.94,2,-0.98,-0.231,0,,28.4,19.17,433220,283096.067,108230.92,26.04,12.34,1,,,22.62222222,24.27,32.41,30.46,0.25
3/31/1978,3,-0.63,1.34,,0.4,0.33,3.2,-0.24,-0.227,0,,10.79,22.87,433220,283096.067,108230.92,30.04,15.74,1,,,49.34444444,24.53,45.41,58.9,0
4/30/1978,14,-0.76,1.29,,0.11,-1.42,3.8,1.22,-0.224,0,,23.48,27.86,433220,283096.067,108230.92,34.93,20.85,1,,,20.58888889,21.64,38.16,118.26,10.05
5/31/1978,5,-1.03,0.9,,-1,1.05,2.05,0.1,-0.222,0,,44.7,30.99,433220,283096.067,108230.92,37.63,24.39,1,,,23.28888889,28.84,100.4,330.6,169.1
6/30/1978,0,-0.56,0.15,,-0.43,1.7,-0.39,-0.14,-0.221,0,,153.45,29.1,433220,283096.067,108230.92,34.31,23.93,1,,,92.96666667,177.55,290.83,563.92,1079.4
7/31/1978,0,-1.31,-1.24,,-0.45,-1.11,-1.32,0.38,-0.22,0,,220,26.53,433220,283096.067,108230.92,30.46,22.65,1,,,175.2777778,275.04,329.38,538,1064.85
8/31/1978,5,-2.03,-0.56,,-0.48,0.7,-0.54,1.73,-0.22,1.5,,232.17,26.18,433220,283096.067,108230.92,29.76,22.66,1,,,171.1444444,265.4,400,313.06,660.4
9/30/1978,3,-2.55,-0.44,,-0.34,0.6,0.17,0.83,-0.221,10.75,,154.23,26.14,433220,283096.067,108230.92,30.44,21.89,1,,,115.3222222,138.53,237.08,277.78,224.85
10/31/1978,0,-1.54,0.1,,0.16,2.61,0.51,1.42,-0.221,1.25,,49.09,25.14,433220,283096.067,108230.92,30.99,19.34,1,,,37.48888889,53.19,56.59,135.12,94.35
11/30/1978,0,-1.31,-0.07,,0.07,3.06,0.05,1.1,-0.221,0,,71.84,21.94,433220,283096.067,108230.92,28.37,15.56,1,,,64.33333333,38.14,46.74,142.42,62.55
12/31/1978,3,-0.1,-0.43,,0.18,-1.54,-1.09,0.29,-0.219,0,,12.92,18.15,433220,283096.067,108230.92,25.03,11.32,1,,,33.66666667,6.82,16.81,19.5,8.3
1/31/1979,8,-0.17,-0.58,1.01533,0.26,-2.12,1.15,-0.79,-0.218,0,0.209,6.03,18.06,435572,296891.321,113167.67,24.87,11.29,0,,,18.73333333,24.62,23.18,19.34,0.4
2/28/1979,3,-0.23,-1.33,0.70502,-0.25,-1.2,2.5,-0.2,-0.216,0,0.356,11.45,19.04,435572,296891.321,113167.67,25.89,12.23,0,,,41.02222222,29.15,32.39,31.3,0.45
3/31/1979,0,-0.73,0.3,0.17286,0.32,0.41,2.37,-0.1,-0.215,0,0.899,17.15,23.22,435572,296891.321,113167.67,30.43,16.06,0,,,34.68888889,18.11,17.98,41.42,0.15
4/30/1979,11,-0.02,0.89,-0.15151,0.47,-2.01,2.16,0.15,-0.213,0,0.678,22.45,28.42,435572,296891.321,113167.67,35.53,21.36,0,,,11.25555556,12.24,17.01,92,5.85
5/31/1979,3,-0.52,1.09,-0.09556,-0.18,-0.9,2.42,-0.83,-0.21,0,0.724,52.04,29.65,435572,296891.321,113167.67,36.36,22.99,0,,,50.36666667,36.81,33.72,170.38,6.25
6/30/1979,2,-0.81,0.17,-1.1273,-0.08,1.92,1.96,0.78,-0.208,0,1.7,190.22,30.03,435572,296891.321,113167.67,35.36,24.76,0,,,65.92222222,112.31,208.05,334.92,694.2
7/31/1979,0,-0.56,0.84,-0.87678,-0.66,0.86,1.16,-0.44,-0.207,0.75,2.412,269.86,27.69,435572,296891.321,113167.67,31.65,23.78,0,,,115.6555556,210.08,283.49,633.06,879.95
8/31/1979,5,-0.92,0.52,0.6585,0.48,1.11,-0.42,-0.42,-0.204,4.75,0.546,258.91,26.77,435572,296891.321,113167.67,30.56,23.03,0,,,145.1666667,184.13,244.65,307.8,653.3
9/30/1979,2,-1.81,1,-0.36576,0.37,1.13,-0.89,-0.26,-0.202,16,0.629,119.55,26.61,435572,296891.321,113167.67,31.27,21.99,0,,,94.01111111,138.83,140.28,345.74,252.55
10/31/1979,2,0.41,1.06,-0.02439,0.37,0.18,-0.26,0.65,-0.201,0.25,0.16,44.77,25.5,435572,296891.321,113167.67,31.22,19.83,0,,,31.81111111,34.23,41.83,248,77.05
11/30/1979,0,-0.37,0.48,-0.21269,0.5,0.42,0.08,-1.54,-0.2,0,-0.423,22.69,22.68,435572,296891.321,113167.67,28.53,16.88,0,,,109.4888889,73.67,67.61,102.8,94.55
12/31/1979,4,-0.21,-0.42,0.34097,0.81,0.84,0.89,0.19,-0.199,0,-0.951,17.92,18.72,435572,296891.321,113167.67,25.11,12.38,0,,,13.51111111,7.78,16.5,38.48,1.65
1/31/1980,7,-0.13,-0.11,-0.73733,0.21,-1.38,2.99,0.31,-0.199,0,-0.447,18.96,17.78,444528,314016.211,114802.92,24.65,10.96,2,,,12.74444444,9.23,10.68,19.16,0
2/28/1980,3,-0.18,1.32,-0.46183,0.21,-0.39,3.35,-0.3,-0.199,0,-0.98,8.94,20.5,444528,314016.211,114802.92,27.6,13.44,2,,,21.26666667,9.66,16.55,42.64,0
3/31/1980,4,-0.59,1.09,0.41208,0.52,-0.73,3.01,-1.42,-0.2,0,-1.424,32.35,24.04,444528,314016.211,114802.92,31.06,17.07,2,,,25.14444444,11.8,32.81,91.12,0.4
4/30/1980,14,-0.13,1.49,-0.33693,0.86,1.26,4.19,0.3,-0.2,0,-2.068,37.07,29.12,444528,314016.211,114802.92,36.2,22.09,2,,,16.11111111,16.82,25.79,165.84,41.05
5/31/1980,3,0.95,1.2,0.75912,0.44,-1.34,5.1,0.24,-0.2,0,-0.479,62.45,30.98,444528,314016.211,114802.92,37.61,24.4,2,,,22.1,27.4,83.43,333.74,30
6/30/1980,0,1.21,-0.22,-0.13139,0.64,-0.07,3.64,-1.86,-0.198,0,0.286,140.58,28.83,444528,314016.211,114802.92,34.04,23.67,2,,,101.9,199.02,271.58,551.28,1035.5
7/31/1980,0,-0.01,0.23,0.5663,0.26,-0.39,1.53,0.45,-0.197,0,-1.944,296.11,27.04,444528,314016.211,114802.92,30.82,23.32,2,,,188.4666667,287.07,333.16,615.64,903.8
8/31/1980,3,0.34,0.51,-0.97505,-0.12,-3.01,1.73,1.18,-0.197,13,-0.997,240.4,26.45,444528,314016.211,114802.92,30.24,22.71,2,,,120.5111111,261.59,319.14,517.5,928.25
9/30/1980,0,1.26,0.1,0.10593,0.26,0.79,0.89,-0.04,-0.197,15.5,-1.701,196.47,26.68,444528,314016.211,114802.92,31.25,22.17,2,,,60.13333333,120.3,200.61,305.22,182.95
10/31/1980,0,0.22,1.35,-0.0855,0.11,-1.41,0.22,0.04,-0.196,6,0.577,49.55,25.31,444528,314016.211,114802.92,31.02,19.64,2,,,28.18888889,40.18,67.61,202.5,57.85
11/30/1980,0,0.2,0.37,0.35061,0.31,-0.52,0.68,1.35,-0.196,3.75,-2.013,24.79,21.68,444528,314016.211,114802.92,28.35,15.06,2,,,46.68888889,19.42,10.65,63.14,48.7
12/31/1980,0,-0.16,-0.1,-0.83272,0.33,0.63,0.75,-1.17,-0.196,0,-0.356,12.85,18.35,444528,314016.211,120368.97,25.16,11.58,2,,,26.3,15.47,23.5,108.6,14.65
1/31/1981,10,-0.17,0.59,-0.59035,-0.31,-0.08,1.72,0.11,-0.196,0,0.231,16.22,17.26,453572,338838.134,120368.97,23.78,10.78,1,,,29.76666667,23.7,23.5,37.92,0.65
2/28/1981,1,-0.3,1.46,0.38788,-0.03,0.6,2.78,-1.13,-0.195,0,0.039,11.62,20.24,453572,338838.134,120368.97,27.45,13.08,1,,,19.35555556,10.74,18.95,44.88,0
3/31/1981,1,-0.76,0.99,0.81679,0.82,-1.65,5.09,0.9,-0.194,0,-0.966,24.38,23.6,453572,338838.134,120368.97,30.67,16.58,1,,,43.21111111,28.54,41.99,90.84,0.95
4/30/1981,12,-1.21,1.45,0.71754,0.18,0.25,4.03,1.37,-0.192,0,-1.462,39.87,28.02,453572,338838.134,120368.97,34.99,21.1,1,,,15.45555556,16.82,52.12,141.02,8.55
5/31/1981,5,-0.77,1.75,-0.68481,-0.35,0.24,3.68,0.07,-0.191,0,-0.344,51.5,30.02,453572,338838.134,120368.97,36.52,23.56,1,,,33.66666667,40.83,114.8,249.46,31.15
6/30/1981,1,-0.8,1.69,-0.49371,-0.47,-0.15,2.19,-0.34,-0.189,0,0.352,124.89,29.9,453572,338838.134,120368.97,35.12,24.72,1,,,66.66666667,111.12,203.14,549.92,893.8
7/31/1981,0,-0.76,0.84,-0.42197,-0.58,0.08,1.41,-1.08,-0.187,0,-0.986,230.51,26.98,453572,338838.134,120368.97,30.69,23.32,1,,,186.8111111,293.27,338.27,551.96,1061.15
8/31/1981,6,-0.47,0.18,0.31676,-0.29,0.38,0.32,-2.09,-0.186,0.5,-2.118,232.31,26.52,453572,338838.134,120368.97,30.21,22.87,1,,,100.7666667,228.57,303.78,449.7,948
9/30/1981,2,0.83,0.42,-0.9103,-0.19,-1.27,0.02,-0.73,-0.187,20.75,-1.509,128.42,26.62,453572,338838.134,120368.97,31.15,22.15,1,,,110.3555556,207.85,214.23,363.9,410.65
10/31/1981,1,-0.6,0.18,-0.57056,0.32,-0.96,-0.9,-2.08,-0.188,0.25,-0.26,48.38,24.99,453572,338838.134,120368.97,30.91,19.12,1,,,57.75555556,44.42,30.45,132.9,89.5
11/30/1981,0,0.13,0.8,-0.84225,-0.15,-0.53,-0.17,-1.23,-0.188,1,0.626,49.19,20.53,453572,338838.134,120368.97,27.06,14.04,1,,,48.07777778,21.55,16.48,106.9,40.6
12/31/1981,3,-0.14,0.67,-0.21343,-0.11,-0.11,1.91,-1.62,-0.188,0,1.116,7.07,17.75,453572,338838.134,120368.97,24.56,10.99,1,,,14.12222222,5.16,20.21,64.58,1.65
1/31/1982,12,-0.17,0.34,-0.66956,-0.36,-1.55,0.37,0.3,-0.187,0,-0.554,10.33,18.06,455044,349637.449,124244.59,24.71,11.45,1,,,21.35555556,26.3,28.36,3.58,0
2/28/1982,5,-0.14,0.2,-0.31302,-0.06,0.86,-0.22,1.32,-0.185,0,0.277,12.69,19.33,455044,349637.449,124244.59,25.94,12.77,1,,,22.12222222,16.95,25.31,28.86,0.15
3/31/1982,3,-0.37,0.19,-0.17107,0,0.8,-0.45,0.75,-0.183,0,1.603,19.02,22.84,455044,349637.449,124244.59,29.93,15.8,1,,,51.63333333,32.36,50.36,55.46,0.15
4/30/1982,20,0.67,-0.19,-0.16953,0.47,-0.04,-0.68,-0.29,-0.181,0,1.531,30.43,27.34,455044,349637.449,124244.59,34.17,20.56,1,,,34.86666667,28.33,47.79,174.62,1.6
5/31/1982,4,0.46,-0.58,-0.04837,1.05,-0.44,0.31,0.1,-0.179,0,0.118,62.63,29.17,455044,349637.449,124244.59,35.59,22.8,1,,,53.03333333,53.98,46.59,201.76,51
6/30/1982,1,-0.14,-0.78,0.43734,1.74,-1.34,-0.3,2.17,-0.175,0.5,0.92,149.01,29.42,455044,349637.449,124244.59,34.63,24.25,1,,,42.06666667,105.25,174.81,501.38,683.5
7/31/1982,0,-0.46,0.58,2.21935,1.57,1.18,-0.92,-0.2,-0.172,0,-0.415,279.64,28.07,455044,349637.449,124244.59,32.21,23.99,1,,,111.7444444,204.69,254.77,560.88,1122.9
8/31/1982,5,-1.99,0.39,1.64897,1.9,0.21,-0.75,-0.11,-0.169,0,0.779,279.4,26.55,455044,349637.449,124244.59,30.25,22.9,1,,,137.2888889,205.65,404.15,344.46,1194.95
9/30/1982,4,-2.16,0.84,1.88772,2.04,1.86,-2.21,-0.49,-0.166,5.25,1.58,213.75,26.55,455044,349637.449,124244.59,31.33,21.82,1,,,54.8,125.76,137.87,318.84,184.05
10/31/1982,1,-2.27,0.37,1.94788,2.22,-0.29,-3.12,0.53,-0.164,0,-0.702,88.46,25.33,455044,349637.449,124244.59,31.16,19.55,1,,,45.96666667,61.95,41.12,105.46,90.2
11/30/1982,0,-1.31,-0.25,2.95648,2.69,1.55,-4.18,0.16,-0.163,0,-0.849,11.3,21.33,455044,349637.449,124244.59,27.37,15.33,1,,,63.07777778,40.12,36.7,94,66.1
12/31/1982,5,0.45,0.26,1.96181,2.38,1.56,-5.89,0.02,-0.161,0,-1.934,23.92,18.45,455044,349637.449,124244.59,25.17,11.77,1,,,19.56666667,8.6,5.29,32.1,0.15
1/31/1983,4,1.6,0.56,2.46852,2.76,1.34,-5.87,1.31,-0.16,0,-1.34,16.09,17.14,469097,378669.088,132439.75,23.97,10.36,3,,,28.15555556,12.87,13.4,26.16,0
2/28/1983,1,3.17,1.14,2.05954,3.08,-1.04,-3.18,0.47,-0.16,0,-1.081,21.46,19.24,469097,378669.088,132439.75,26.16,12.36,3,,,15.18888889,12.54,26.74,53.46,0
3/31/1983,3,4.47,2.11,1.54509,2.5,0.59,1.56,-0.03,-0.159,0,0.166,12.02,23.63,469097,378669.088,132439.75,30.62,16.69,3,,,40.66666667,17.91,41.97,69.38,0
4/30/1983,8,3.73,1.87,1.43562,1.57,-1.07,2.41,-1.85,-0.157,0,0.149,36.93,26.72,469097,378669.088,132439.75,33.58,19.92,3,,,56.78888889,26.21,61.66,125.4,0.15
5/31/1983,3,4.13,1.8,1.53672,0.66,-0.01,1.11,-0.36,-0.154,0,-0.437,43.56,29.58,469097,378669.088,132439.75,36.04,23.18,3,,,47.75555556,42.67,95.96,246.44,12.4
6/30/1983,0,4.82,2.36,1.42148,0.82,1.31,1.25,0.75,-0.151,0,-0.263,141.8,29.9,469097,378669.088,132439.75,35.1,24.74,3,,,83.51111111,120.95,168.22,443.6,683.95
7/31/1983,0,3.33,3.51,-1.06271,0.39,1.22,0.67,-0.98,-0.147,0,1.114,268.45,27.65,469097,378669.088,132439.75,31.77,23.58,3,,,172.1666667,260.3,286.99,591.32,1116.8
8/31/1983,3,1.88,1.85,-0.05397,0.09,1.95,-0.98,0.98,-0.145,2.25,0.792,235.84,26.74,469097,378669.088,132439.75,30.36,23.17,3,,,212.0111111,280.66,354.47,441.88,1281.5
